Age,Gender,Program_Stream,Daily_Study_Hours,Weekly_Revision_Days,Study_Hours_Before_Exam,Number_of_Subjects,Class_Attendance_Percentage,Assignment_Quality_Rating,Group_Study,Coaching_or_Tuition,Average_Sleep_Hours,Caffeine_Intake_Cups,Daily_Screen_Time_Hours,Exercise_Days_Per_Week,Daily_Commute_Time_Minutes,Part_Time_Job,Stress_Level,Motivation_Level,Concentration_Ability,Study_Environment_Quality,Phone_Usage_During_Study_Minutes,Uses_AI_Tools,Uses_Handwritten_Notes,Preferred_Study_Time,Final_Score_Percentage
20,Male,CSE,6,2,1,4,79,10,0,0,11,3,9,0,0,0,10,10,10,10,540,1,1,Night (6:00 PM - 6:00 AM),90
22,Male,CSE,2,2,10,6,86,4,0,0,7,1,9,5,15,0,3,7,7,7,6,1,0,Night (6:00 PM - 6:00 AM),80
20,Male,CSE,1,1,4,5,75,4,0,0,10,1,9,0,20,0,10,2,2,2,300,1,0,Night (6:00 PM - 6:00 AM),100
21,Male,BBA,1,1,2,5,92,10,1,0,12,2,8,0,5,0,5,3,3,6,1,1,0,Afternoon (12:00 PM - 6:00 PM),60
22,Female,B.DES,0,0,2,5,80,7,0,0,8,0,5,0,10,0,10,5,7,7,0,1,0,Night (6:00 PM - 6:00 AM),74
21,Male,CSE,3,7,4,3,79,7,1,0,3,0,13,7,30,0,6,3,6,7,120,1,0,Night (6:00 PM - 6:00 AM),93
20,Male,BBA,1,1,14,4,52,8,0,0,6,2,6,6,1,0,5,6,8,9,3,1,1,Night (6:00 PM - 6:00 AM),83
20,Male,CSE,8,7,10,7,3,10,1,1,12,10,10,7,60,1,10,1,1,1,360,1,1,Night (6:00 PM - 6:00 AM),70
22,Male,CSE,3,2,10,8,100,6,0,1,2,10,3,1,100,0,4,5,5,6,66,1,1,Morning (6:00 AM - 12:00 PM),66
35,Non-binary,BSC,12,6,18,7,0,3,1,0,6,0,0,0,60,0,1,1,3,10,0,0,0,Morning (6:00 AM - 12:00 PM),10
30,Male,BA,1,3,1,7,3,1,0,0,10,1,10,7,600,0,1,10,6,1,400,0,0,Afternoon (12:00 PM - 6:00 PM),70
20,Male,CSE,2,1,5,6,20,3,0,0,6,2,6,0,90,0,5,5,5,5,240,1,1,Night (6:00 PM - 6:00 AM),50
20,Prefer not to say,BCA,12,3,14,6,90,10,0,0,8,4,1,5,25,0,4,10,10,6,30,1,1,Morning (6:00 AM - 12:00 PM),98
18,Female,CSE,12,4,15,7,98,10,1,0,10,2,1,2,20,1,10,10,6,10,20,1,1,Morning (6:00 AM - 12:00 PM),80
19,Male,CSE,3,3,13,6,78,8,1,0,7,2,8,5,30,0,5,5,5,6,30,1,1,Afternoon (12:00 PM - 6:00 PM),82
21,Male,CSE,1,1,3,6,20,1,0,0,4,0,12,2,40,0,10,10,10,10,0,1,0,Night (6:00 PM - 6:00 AM),70
58,Male,BBA LLB,12,2,8,8,95,9,1,0,6,2,2,3,120,0,7,9,10,7,60,1,1,Night (6:00 PM - 6:00 AM),98
20,Male,CSE,0,0,1,6,44,1,0,0,4,6,6,0,45,0,3,1,1,1,0,1,0,Night (6:00 PM - 6:00 AM),85
20,Male,CSE,0,0,4,7,55,1,0,0,12,4,13,0,5,0,1,1,1,10,600,1,1,Night (6:00 PM - 6:00 AM),83
19,Male,CSE,5,4,15,6,49,5,1,0,7,3,2,4,120,0,10,5,5,7,60,1,1,Night (6:00 PM - 6:00 AM),75
21,Male,BA,4,5,7,7,67,6,1,1,9,4,13,4,50,1,6,9,8,5,46,1,1,Night (6:00 PM - 6:00 AM),89
20,Male,BBA,9,7,6,6,45,7,1,1,5,6,6,7,60,1,8,5,6,4,56,1,1,Night (6:00 PM - 6:00 AM),88
23,Female,BCOM,6,3,13,6,45,9,1,0,6,5,5,3,20,1,9,10,5,1,56,1,0,Morning (6:00 AM - 12:00 PM),89
19,Male,CSE,0,0,10,5,65,5,0,0,10,0,8,0,30,0,1,1,10,6,0,1,1,Afternoon (12:00 PM - 6:00 PM),80
20,Male,CSE,2,4,6,4,86,8,0,0,8,2,6,1,10,0,3,6,8,8,30,1,0,Night (6:00 PM - 6:00 AM),72
21,Male,BBA,3,2,6,6,78,7,0,1,6,5,7,3,35,0,2,5,7,8,65,1,1,Night (6:00 PM - 6:00 AM),84
19,Male,CSE,5,4,3,5,77,8,1,0,7,2,4,0,5,0,8,8,9,9,35,1,1,Morning (6:00 AM - 12:00 PM),69
26,Male,MBA,2,3,7,8,68,9,0,0,6,4,7,6,50,0,2,9,9,6,25,1,0,Night (6:00 PM - 6:00 AM),85
21,Male,BCA,4,1,8,6,91,4,0,1,10,1,7,3,30,1,8,2,3,6,120,1,0,Afternoon (12:00 PM - 6:00 PM),86
21,Male,CSE,5,2,10,12,85,8,0,0,7,1,4,6,20,0,6,9,7,6,10,1,1,Morning (6:00 AM - 12:00 PM),80
22,Female,BBA,1,0,12,6,80,9,0,0,8,0,3,2,10,0,8,6,7,7,1,1,1,Morning (6:00 AM - 12:00 PM),80
21,Male,CSE,3,1,4,3,77,5,0,0,8,1,6,6,30,0,7,5,7,6,50,1,1,Night (6:00 PM - 6:00 AM),80
19,Female,CSE,6,2,10,5,80,8,0,0,7,1,5,5,5,0,10,9,8,5,3,1,1,Afternoon (12:00 PM - 6:00 PM),88
21,Male,CSE,4,2,1,4,55,6,0,1,8,2,8,4,4,0,7,5,5,5,4,1,1,Morning (6:00 AM - 12:00 PM),90
22,Female,CSE,2,1,7,3,67,3,1,0,7,2,5,4,60,0,10,2,2,1,40,1,1,Morning (6:00 AM - 12:00 PM),78
18,Male,CSE,6,2,8,6,69,7,0,0,4,3,4,0,0,0,4,7,7,7,5,1,1,Morning (6:00 AM - 12:00 PM),85
25,Prefer not to say,BCA,0,0,2,6,55,4,0,0,8,1,6,4,0,0,1,9,4,7,60,1,0,Afternoon (12:00 PM - 6:00 PM),75
21,Male,CSE,1,0,12,6,30,5,0,1,5,2,6,6,3,1,10,3,10,3,60,1,0,Night (6:00 PM - 6:00 AM),89
21,Male,CSE,2,1,3,6,90,8,1,0,6,0,5,7,10,0,7,9,7,9,30,1,0,Night (6:00 PM - 6:00 AM),90
25,Female,MBA,3,1,10,7,98,8,0,0,6,1,5,0,3,0,6,6,8,5,30,1,1,Night (6:00 PM - 6:00 AM),91
24,Female,BSC,4,3,7,4,76,8,1,0,8,3,3,4,45,0,3,7,7,7,40,1,1,Morning (6:00 AM - 12:00 PM),68
23,Male,BSC,4,3,8,5,65,7,1,1,9,2,3,3,40,0,3,5,7,6,45,1,1,Morning (6:00 AM - 12:00 PM),71
23,Male,BCOM,4,3,5,5,68,7,1,1,8,2,4,4,50,0,2,6,5,6,40,1,1,Morning (6:00 AM - 12:00 PM),86
25,Male,BCA,4,3,7,5,58,6,1,1,8,3,3,3,50,1,2,7,6,5,50,1,1,Morning (6:00 AM - 12:00 PM),75
24,Female,BA,5,3,8,5,74,6,1,0,9,2,3,4,70,1,3,7,9,6,60,1,1,Morning (6:00 AM - 12:00 PM),81
22,Male,CSE,1,1,24,3,79,3,0,0,7,1,7,4,20,0,10,4,4,4,200,1,1,Night (6:00 PM - 6:00 AM),75
21,Male,CSE,6,2,8,8,83,10,1,1,7,2,4,5,2,0,3,6,7,7,20,1,1,Afternoon (12:00 PM - 6:00 PM),78
22,Male,CSE,5,2,8,7,80,10,1,0,8,3,6,4,2,0,5,5,4,5,30,1,1,Morning (6:00 AM - 12:00 PM),76
22,Male,BBA,3,1,4,5,70,6,0,1,7,1,3,0,0,0,8,4,5,4,30,1,1,Night (6:00 PM - 6:00 AM),70
20,Female,CSE,3,2,6,2,87,7,0,1,5,0,4,2,45,0,5,8,8,8,15,1,1,Night (6:00 PM - 6:00 AM),88
23,Female,MBBS,3,2,12,11,85,10,1,0,8,1,6,0,5,0,9,3,5,10,120,0,1,Afternoon (12:00 PM - 6:00 PM),72
21,Female,CSE,0,0,8,5,80,3,0,0,7,2,8,2,70,1,7,6,8,4,30,1,1,Night (6:00 PM - 6:00 AM),82
22,Male,CSE,1,2,8,5,87,4,1,0,6,2,10,0,30,0,9,3,5,4,100,1,0,Night (6:00 PM - 6:00 AM),80
23,Male,BCA,1,1,5,6,92,5,1,0,5,0,4,7,120,0,2,7,4,7,60,1,1,Night (6:00 PM - 6:00 AM),74
21,Female,CSE,1,0,6,5,76,3,0,0,8,3,7,4,50,0,7,6,5,4,70,1,1,Night (6:00 PM - 6:00 AM),82
26,Female,MBA,4,2,10,5,90,9,1,0,6,2,2,4,10,0,6,9,9,7,90,1,1,Night (6:00 PM - 6:00 AM),94
22,Male,CSE,4,3,10,6,90,4,0,0,6,0,4,7,40,0,4,5,5,5,100,1,0,Night (6:00 PM - 6:00 AM),90
21,Female,CSE,2,0,10,5,88,9,1,0,8,0,6,5,30,0,10,1,2,5,10,1,1,Night (6:00 PM - 6:00 AM),85
24,Male,CSE,2,2,10,4,93,4,0,0,8,2,8,4,40,0,8,4,4,5,400,1,0,Night (6:00 PM - 6:00 AM),60
22,Male,CSE,2,1,5,8,95,10,0,0,6,3,3,3,5,0,4,9,10,9,10,1,0,Night (6:00 PM - 6:00 AM),91
22,Male,CSE,4,3,2,3,90,9,0,0,6,0,7,5,60,0,8,2,2,7,60,1,1,Afternoon (12:00 PM - 6:00 PM),85
20,Male,CSE,1,0,20,6,81,10,0,0,6,3,7,5,60,0,8,9,1,1,240,1,1,Night (6:00 PM - 6:00 AM),85
21,Female,CSE,0,0,13,5,20,9,1,0,6,0,5,1,30,0,5,6,6,9,30,1,0,Morning (6:00 AM - 12:00 PM),95
21,Male,CSE,2,2,12,5,75,8,1,0,8,1,4,4,15,0,5,5,5,5,60,1,0,Night (6:00 PM - 6:00 AM),82
20,Male,CSE,5,4,6,4,76,3,0,1,8,3,5,3,30,0,5,3,5,4,50,1,0,Night (6:00 PM - 6:00 AM),77
22,Non-binary,BBA,3,2,7,6,89,8,0,0,10,5,7,1,15,1,8,1,3,5,35,0,1,Afternoon (12:00 PM - 6:00 PM),68
24,Female,B.DES,1,3,8,7,92,5,1,0,9,2,8,1,40,0,6,9,8,7,25,1,1,Night (6:00 PM - 6:00 AM),71
20,Male,CSE,1,4,6,4,72,6,0,0,8,1,7,5,45,0,1,7,7,4,30,1,0,Morning (6:00 AM - 12:00 PM),86
23,Male,CSE,5,3,8,4,95,7,1,0,6,4,3,2,25,0,4,7,8,6,15,1,0,Morning (6:00 AM - 12:00 PM),93
21,Male,BCA,3,5,6,6,65,3,1,1,7,1,4,4,5,0,2,7,6,8,140,1,0,Night (6:00 PM - 6:00 AM),82
20,Female,CSE,5,2,4,5,78,4,0,0,12,2,5,1,40,0,4,3,6,4,70,0,0,Night (6:00 PM - 6:00 AM),76
24,Male,CSE,2,5,4,4,64,8,0,1,5,1,6,3,25,0,6,8,8,5,150,1,0,Morning (6:00 AM - 12:00 PM),74
27,Male,MBA,6,3,8,5,86,6,1,0,8,3,4,5,40,1,4,7,8,8,50,1,0,Night (6:00 PM - 6:00 AM),89
22,Male,CSE,0,0,13,4,1,7,0,0,8,0,5,0,10,0,2,3,8,10,60,1,0,Night (6:00 PM - 6:00 AM),84
22,Male,BHMS,0,1,8,2,91,4,0,0,7,0,10,5,0,0,1,8,10,10,50,0,1,Night (6:00 PM - 6:00 AM),74
19,Female,CSE,4,2,13,5,90,4,1,0,8,1,3,0,300,0,3,5,5,1,6,0,0,Night (6:00 PM - 6:00 AM),76
22,Male,CSE,3,2,12,5,90,2,1,1,7,4,7,5,5,0,5,10,10,5,50,1,1,Night (6:00 PM - 6:00 AM),83
19,Male,DROPOUT,5,2,6,6,67,6,0,0,12,0,4,0,40,0,9,10,2,5,20,1,0,Morning (6:00 AM - 12:00 PM),88
21,Male,CSE,0,1,15,5,98,7,0,1,11,2,5,1,600,0,7,1,6,8,3,1,0,Night (6:00 PM - 6:00 AM),90
20,Male,CSE,3,0,5,4,87,5,1,0,10,1,3,6,0,0,9,4,10,3,90,1,1,Night (6:00 PM - 6:00 AM),50
24,Female,CSE,0,1,5,5,77,8,0,1,8,2,5,4,50,0,10,9,5,8,60,1,1,Morning (6:00 AM - 12:00 PM),80
22,Male,CSE,5,1,12,6,95,6,0,1,10,0,9,0,30,0,10,7,5,5,40,1,0,Afternoon (12:00 PM - 6:00 PM),89
22,Male,BCA,12,0,0,7,44,5,0,0,10,2,5,0,45,0,7,1,5,6,60,1,0,Afternoon (12:00 PM - 6:00 PM),85
20,Female,CSE,3,7,8,6,87,8,1,0,6,0,4,3,2,0,9,1,6,8,10,1,1,Night (6:00 PM - 6:00 AM),92
26,Male,CSE,2,0,20,6,64,3,0,0,10,0,3,4,25,0,1,7,7,8,60,1,0,Morning (6:00 AM - 12:00 PM),86
20,Male,CSE,3,1,5,7,85,8,0,0,8,2,5,6,70,1,8,9,7,8,2,1,0,Night (6:00 PM - 6:00 AM),70
23,Male,CSE,1,0,8,5,98,5,0,0,9,0,1,7,5,0,2,4,7,2,60,1,0,Night (6:00 PM - 6:00 AM),80
21,Female,CSE,12,2,5,7,89,5,1,0,8,3,8,4,240,0,4,3,6,5,50,1,1,Night (6:00 PM - 6:00 AM),68
21,Male,BA,0,0,7,7,20,8,0,0,6,2,6,1,50,0,5,3,7,4,90,1,1,Night (6:00 PM - 6:00 AM),85
22,Male,BSC,0,7,15,6,86,6,1,0,6,1,6,4,15,0,3,9,6,5,60,1,0,Morning (6:00 AM - 12:00 PM),78
20,Male,MBA,2,0,5,7,85,5,0,1,7,1,4,2,20,0,5,9,7,8,50,1,0,Night (6:00 PM - 6:00 AM),71
20,Male,BBA,1,0,7,6,86,4,1,0,7,3,3,7,120,1,3,1,7,3,30,0,1,Night (6:00 PM - 6:00 AM),90
24,Male,CSE,2,1,8,6,20,6,0,1,10,4,6,5,15,0,10,7,6,3,40,0,0,Morning (6:00 AM - 12:00 PM),76
19,Male,CSE,4,7,4,4,52,10,1,0,6,3,6,4,35,0,3,3,8,1,2,1,1,Night (6:00 PM - 6:00 AM),91
22,Male,CSE,5,0,2,4,44,8,0,0,7,2,1,1,6,0,5,3,8,7,0,1,1,Night (6:00 PM - 6:00 AM),71
19,Male,CSE,5,3,5,7,98,7,0,0,7,0,8,4,600,0,9,3,10,8,15,1,1,Night (6:00 PM - 6:00 AM),72
18,Male,BA LLB,3,3,15,7,69,10,0,0,6,2,4,4,0,0,8,5,8,7,10,1,1,Morning (6:00 AM - 12:00 PM),82
20,Female,BBA,6,1,8,7,67,5,0,0,8,6,3,6,40,0,5,3,4,6,15,1,1,Morning (6:00 AM - 12:00 PM),89
21,Female,BHMS,4,0,8,5,75,8,0,0,6,0,13,6,0,1,8,5,6,4,360,1,0,Night (6:00 PM - 6:00 AM),93
20,Female,CSE,2,0,10,7,72,5,0,0,6,4,4,0,30,0,2,5,6,1,10,0,0,Morning (6:00 AM - 12:00 PM),86
19,Male,BA LLB,12,4,13,3,68,1,0,1,7,10,1,0,120,0,2,5,10,5,56,1,0,Morning (6:00 AM - 12:00 PM),91
20,Male,CSE,3,3,4,3,68,7,0,0,6,4,3,4,10,0,5,9,9,8,0,1,0,Night (6:00 PM - 6:00 AM),74
21,Male,BHMS,3,3,8,7,85,9,0,0,10,0,0,0,30,0,8,1,5,6,35,1,1,Night (6:00 PM - 6:00 AM),10
21,Male,CSE,3,3,8,6,90,8,0,0,8,1,2,6,60,0,3,3,2,10,80,1,1,Night (6:00 PM - 6:00 AM),95
20,Male,CSE,4,2,12,5,90,6,0,1,9,0,3,7,2,0,3,6,6,1,120,1,1,Morning (6:00 AM - 12:00 PM),87
20,Male,CSE,3,2,5,6,87,3,0,0,6,0,3,4,60,0,4,5,6,7,65,1,1,Night (6:00 PM - 6:00 AM),89
20,Male,CSE,2,0,4,5,80,5,0,0,8,1,6,6,40,0,7,1,6,2,360,1,1,Morning (6:00 AM - 12:00 PM),70
35,Male,B.DES,4,2,8,3,20,9,1,1,4,0,4,2,20,0,8,5,7,1,60,1,1,Morning (6:00 AM - 12:00 PM),74
20,Prefer not to say,BBA,0,1,7,6,83,5,1,0,8,0,8,0,60,0,1,10,5,6,30,1,1,Night (6:00 PM - 6:00 AM),78
24,Female,BA,6,7,13,5,74,9,1,0,7,1,2,5,6,0,10,9,5,6,120,1,1,Morning (6:00 AM - 12:00 PM),78
21,Female,BCA,2,0,14,4,95,1,0,0,6,0,6,2,20,0,4,5,9,6,66,1,1,Night (6:00 PM - 6:00 AM),89
21,Female,BCA,9,1,12,7,67,7,0,0,10,3,3,4,30,0,4,6,4,7,60,1,0,Night (6:00 PM - 6:00 AM),90
20,Male,CSE,4,2,10,4,85,10,1,0,8,0,8,6,60,0,8,3,7,8,120,1,1,Night (6:00 PM - 6:00 AM),85
23,Female,CSE,4,2,12,5,98,10,0,0,12,2,6,0,40,0,1,7,6,4,3,0,1,Morning (6:00 AM - 12:00 PM),75
20,Female,CSE,2,3,1,8,80,4,0,0,6,2,5,2,40,1,6,3,7,7,50,1,1,Night (6:00 PM - 6:00 AM),74
20,Male,BCOM,1,2,5,4,0,10,0,0,6,0,6,0,5,0,9,3,9,8,60,1,1,Afternoon (12:00 PM - 6:00 PM),85
20,Female,CSE,3,2,5,4,74,10,1,0,8,3,13,4,15,0,2,7,5,3,10,1,0,Morning (6:00 AM - 12:00 PM),93
18,Male,CSE,6,3,13,12,33,8,0,0,7,0,4,3,60,1,10,6,4,3,20,1,0,Night (6:00 PM - 6:00 AM),85
20,Male,CSE,3,4,4,4,64,10,1,1,8,1,12,0,50,0,3,9,1,7,40,1,1,Night (6:00 PM - 6:00 AM),68
21,Female,CSE,1,0,7,7,45,3,1,1,6,2,2,3,0,0,1,5,6,7,30,1,0,Night (6:00 PM - 6:00 AM),74
24,Male,CSE,4,4,8,8,80,5,0,0,12,5,5,5,30,0,1,3,8,6,30,1,1,Night (6:00 PM - 6:00 AM),60
22,Male,CSE,3,2,4,4,45,4,0,1,6,1,6,2,25,0,4,6,7,8,45,1,1,Afternoon (12:00 PM - 6:00 PM),86
23,Male,BSC,5,3,2,5,87,9,0,0,10,0,6,0,5,0,3,1,9,7,40,0,1,Night (6:00 PM - 6:00 AM),82
22,Male,CSE,3,1,20,5,77,8,0,0,7,2,2,2,3,0,3,5,6,4,50,1,1,Night (6:00 PM - 6:00 AM),82
24,Female,BBA,2,1,6,6,80,6,0,0,6,2,7,0,20,0,4,3,8,7,360,1,1,Night (6:00 PM - 6:00 AM),80
21,Male,CSE,2,2,8,6,90,6,0,1,6,0,8,3,3,0,2,6,8,5,40,1,0,Night (6:00 PM - 6:00 AM),80
58,Non-binary,CSE,2,2,12,1,90,8,0,0,8,0,7,5,40,1,2,6,9,6,4,1,0,Night (6:00 PM - 6:00 AM),78
22,Male,BA LLB,3,0,14,6,75,9,1,0,5,1,10,6,1,0,9,4,9,6,90,1,1,Night (6:00 PM - 6:00 AM),83
20,Male,BSC,12,1,8,5,91,7,0,0,8,1,9,4,60,0,4,9,5,7,40,1,1,Night (6:00 PM - 6:00 AM),91
21,Male,BSC,2,1,1,5,70,9,0,0,10,2,1,0,15,0,7,7,8,4,40,1,1,Night (6:00 PM - 6:00 AM),71
25,Female,B.DES,5,7,8,5,89,6,0,0,4,0,4,4,3,1,8,9,2,3,30,1,1,Night (6:00 PM - 6:00 AM),84
20,Female,CSE,1,4,10,8,81,8,1,0,7,2,3,0,25,0,7,3,2,2,120,1,1,Afternoon (12:00 PM - 6:00 PM),74
24,Female,CSE,0,2,4,7,85,4,0,0,8,1,7,3,30,0,7,7,8,8,60,1,1,Night (6:00 PM - 6:00 AM),80
19,Male,CSE,3,3,18,6,58,6,0,0,5,0,8,4,60,0,7,6,6,5,6,1,1,Night (6:00 PM - 6:00 AM),76
20,Male,CSE,2,4,1,4,65,8,0,0,5,4,4,4,40,0,4,9,8,6,60,1,0,Night (6:00 PM - 6:00 AM),71
22,Male,CSE,0,0,6,4,55,1,1,0,7,2,6,3,1,0,10,9,1,6,40,1,0,Afternoon (12:00 PM - 6:00 PM),60
22,Female,BBA,0,7,18,4,74,9,0,0,8,2,5,2,15,1,1,1,7,6,0,1,1,Night (6:00 PM - 6:00 AM),89
21,Female,CSE,0,3,1,7,85,8,0,0,2,4,2,2,15,0,7,10,5,6,50,1,1,Night (6:00 PM - 6:00 AM),91
20,Female,BBA,4,0,13,5,90,10,1,0,7,0,5,6,45,0,3,3,8,6,30,1,0,Morning (6:00 AM - 12:00 PM),10
24,Male,BA,1,1,10,5,23,8,0,0,10,2,7,0,3,0,10,5,8,5,50,1,1,Night (6:00 PM - 6:00 AM),71
21,Male,CSE,5,3,6,5,65,8,0,0,4,1,4,0,20,0,4,7,10,5,80,1,0,Afternoon (12:00 PM - 6:00 PM),76
22,Female,CSE,3,2,3,12,58,9,0,0,9,2,3,6,0,0,10,9,3,7,120,0,1,Morning (6:00 AM - 12:00 PM),82
24,Male,BA,2,1,18,5,85,3,1,0,10,2,7,3,50,0,2,6,7,5,3,1,1,Afternoon (12:00 PM - 6:00 PM),86
22,Male,CSE,5,0,12,4,93,4,0,0,6,0,3,2,0,0,10,6,5,7,70,1,1,Night (6:00 PM - 6:00 AM),84
19,Male,BBA,2,2,10,3,75,5,0,1,9,0,6,5,40,0,10,8,2,4,360,1,1,Morning (6:00 AM - 12:00 PM),70
20,Female,CSE,4,1,8,6,80,3,0,0,10,1,2,0,100,0,8,2,8,1,100,1,1,Night (6:00 PM - 6:00 AM),70
22,Male,BBA,1,1,10,6,76,5,0,0,9,1,3,2,50,1,10,5,10,8,45,1,0,Morning (6:00 AM - 12:00 PM),85
20,Male,CSE,2,7,8,5,65,1,0,0,8,2,6,5,40,1,6,9,4,7,20,1,0,Afternoon (12:00 PM - 6:00 PM),71
22,Male,BCA,5,0,3,7,98,8,0,0,9,2,6,6,30,0,5,6,8,7,240,1,1,Morning (6:00 AM - 12:00 PM),91
24,Male,CSE,4,1,24,4,34,10,0,0,5,0,4,5,50,0,6,9,8,10,60,1,0,Night (6:00 PM - 6:00 AM),80
19,Male,CSE,5,7,1,7,20,9,0,0,2,2,5,5,50,0,6,9,9,7,120,1,1,Afternoon (12:00 PM - 6:00 PM),81
23,Male,CSE,2,7,10,2,92,7,0,0,8,0,3,2,1,0,3,6,5,8,50,1,0,Morning (6:00 AM - 12:00 PM),80
24,Male,B.DES,0,0,7,5,55,3,0,0,6,2,3,0,6,0,10,2,3,4,7,1,0,Night (6:00 PM - 6:00 AM),98
21,Male,CSE,6,2,13,5,76,5,1,0,6,1,13,3,100,0,8,1,6,3,600,1,1,Afternoon (12:00 PM - 6:00 PM),71
20,Male,CSE,1,0,10,4,78,3,1,0,6,2,6,6,10,0,5,5,9,10,66,1,1,Night (6:00 PM - 6:00 AM),75
20,Male,CSE,2,3,6,4,0,6,0,0,10,1,5,6,90,0,9,6,10,2,6,1,0,Afternoon (12:00 PM - 6:00 PM),82
20,Male,MBA,1,0,10,4,3,5,0,1,6,0,8,2,1,0,6,8,3,4,60,1,1,Morning (6:00 AM - 12:00 PM),82
