Gender,Program_Stream,Preferred_Study_Time,Age,Weekly_Revision_Days,Number_of_Subjects,Assignment_Quality_Rating,Exercise_Days_Per_Week,Daily_Commute_Time_Minutes,Phone_Usage_During_Study_Minutes,Caffeine_Intake_Cups,Daily_Study_Hours,Study_Hours_Before_Exam,Class_Attendance_Percentage,Group_Study,Coaching_or_Tuition,Average_Sleep_Hours,Daily_Screen_Time_Hours,Part_Time_Job,Stress_Level,Motivation_Level,Concentration_Ability,Study_Environment_Quality,Uses_AI_Tools,Uses_Handwritten_Notes,Final_Score_Percentage
Male,BBA,Night (6:00 PM - 6:00 AM),24,1,6,7,4,3,30,3,1.03,11.910479759992683,33.28,0,1,3.99,13.023779194805266,0,9.979254166554663,5.009098595847741,4.040538465428733,5.016879180208947,1,1,77.97
Male,CSE,Afternoon (12:00 PM - 6:00 PM),20,7,6,10,6,3,50,2,8.02,6.922498962379852,76.15,1,0,7.03,7.966276482768905,0,5.972598619538977,9.001963516796902,6.019955233535304,1.019968393854814,1,0,76.25
Female,MBA,Night (6:00 PM - 6:00 AM),21,0,8,8,1,3,240,2,6.03,2.9863975930999023,95.65,0,0,8.0,5.026090381422174,0,5.947805452035139,1.9863312487490041,3.0041042505983175,6.959948617669893,1,0,80.04
Female,BCA,Night (6:00 PM - 6:00 AM),20,2,7,8,7,5,400,1,5.0,10.0463050951244,84.92,0,1,6.04,6.940105248666537,0,5.980107433624074,9.022558501894864,8.988433548244176,10.03473822147967,1,0,83.12
Female,CSE,Morning (6:00 AM - 12:00 PM),20,2,2,6,0,15,30,2,3.02,8.04504835147146,69.07,0,0,5.99,5.00917179888561,0,3.052119507572744,6.992629334886924,8.997077324317335,4.982239324133288,1,1,86.26
Female,CSE,Afternoon (12:00 PM - 6:00 PM),27,0,6,8,0,15,60,1,0.99,2.036973280539755,1.12,1,0,6.04,2.9686654625775475,0,5.032460333848251,8.005469083136271,3.0398733501948874,8.988299159722658,1,1,68.04
Female,BBA,Night (6:00 PM - 6:00 AM),26,0,7,8,0,6,80,4,3.06,5.976005554221292,90.34,0,0,5.0,1.9778504528507426,0,7.976580996838863,3.969425397055214,9.99515877318733,4.983858549757277,1,0,69.97
Non-binary,CSE,Night (6:00 PM - 6:00 AM),20,2,3,6,0,10,56,0,2.97,7.0533026620782024,79.91,0,0,6.99,4.0482041094999595,0,2.9835031193627297,6.998435776012396,6.999874112084145,3.0217493398265707,1,0,76.86
Male,BBA,Night (6:00 PM - 6:00 AM),22,1,4,8,1,5,60,2,0.07,7.956628386049215,90.34,0,0,11.99,6.972591149181258,0,4.983560552402872,7.0047534333550665,9.036123556296937,5.9958703749906395,1,0,69.83
Male,CSE,Night (6:00 PM - 6:00 AM),21,0,4,7,4,25,20,2,1.0,5.039753217125399,94.85,0,0,8.01,3.9984399607499785,0,7.021200159777997,5.014492386640156,6.994290547614054,8.011064672108997,1,1,89.7
Male,CSE,Night (6:00 PM - 6:00 AM),24,2,6,7,1,70,30,2,0.96,12.921994014715416,80.3,1,0,5.97,3.9704124354727512,0,4.011356396513482,7.009161756822936,4.980550908937638,7.001743301637483,1,1,76.12
Male,CSE,Morning (6:00 AM - 12:00 PM),22,2,5,9,5,25,30,1,3.04,0.9451671450922041,91.19,1,0,4.99,4.0213351333532845,0,9.98003176194539,2.9909531661225897,3.0277293383015182,6.997817066564175,1,0,87.06
Female,BSC,Night (6:00 PM - 6:00 AM),58,3,2,7,7,10,40,1,16.0,6.076982974501554,19.79,0,0,8.0,6.011342921639131,0,4.983269726769008,9.007722664845133,1.979750650120529,6.978254177006462,1,1,69.97
Female,CSE,Morning (6:00 AM - 12:00 PM),20,1,4,10,3,40,10,3,1.03,12.990504869978777,93.07,1,0,5.96,8.01524995659837,0,2.0303199411429955,4.026600224984545,5.009881515405147,10.041621410794642,1,0,82.96
Male,CSE,Night (6:00 PM - 6:00 AM),22,5,6,2,2,5,60,0,6.04,5.968278707751219,92.99,1,0,10.0,12.031367133878685,0,3.0427446730519256,2.9597462753436914,5.005599513226339,3.966388641260573,1,1,88.86
Female,CSE,Afternoon (12:00 PM - 6:00 PM),26,3,4,9,6,30,2,3,3.01,10.051369279849547,80.14,1,0,8.03,3.990630107475788,0,5.974858417092929,6.995511734311671,10.007726228263001,7.009468686991065,1,0,86.07
Female,CSE,Night (6:00 PM - 6:00 AM),21,0,5,10,6,3,30,0,2.98,8.056708238275515,79.95,0,1,7.01,8.029803816454056,0,4.99671855890841,6.0056612525854955,9.940787938637559,7.0086510830662965,1,0,83.92
Male,CSE,Night (6:00 PM - 6:00 AM),20,1,8,3,0,15,240,1,0.03,7.9798166879936785,88.93,1,0,5.99,4.041325802300639,0,6.003600800785915,2.974985112121724,7.019098222891618,8.026513360787702,1,1,79.96
Male,CSE,Afternoon (12:00 PM - 6:00 PM),22,0,4,9,5,240,30,1,1.0,1.0129715294285588,55.31,1,0,9.99,3.0078897132910747,0,1.9947000437762819,5.025217055257973,7.998544142880514,6.0318817788543875,1,1,85.84
Male,BHMS,Night (6:00 PM - 6:00 AM),23,2,5,10,0,6,3,2,2.02,8.00637749291296,80.98,0,0,10.01,2.969314805205239,1,6.031693273734251,10.016260482241378,6.015080601244196,9.996844446079473,1,1,70.87
Male,CSE,Morning (6:00 AM - 12:00 PM),20,1,8,7,0,70,120,4,0.93,7.86830648995949,50.19,1,0,4.99,7.966577862234805,0,6.995729790245463,2.0270724154406032,6.012254542004224,1.0121821449420931,0,1,90.13
Male,CSE,Night (6:00 PM - 6:00 AM),21,3,5,6,0,70,120,5,2.01,3.934977319649927,54.95,0,1,10.01,8.012267426011967,0,7.053505247963906,5.058578186584688,5.007730912953208,9.040535780842776,1,0,89.16
Female,CSE,Morning (6:00 AM - 12:00 PM),24,0,6,3,0,25,60,2,0.98,7.043892585305591,1.38,1,0,3.99,2.9692970198839634,0,6.033676142441087,9.008954466282546,1.990280906327274,4.998503014054573,1,0,89.83
Male,BHMS,Afternoon (12:00 PM - 6:00 PM),20,1,6,5,3,60,60,1,0.05,9.96121519572967,76.85,0,0,5.98,6.462737953209347,0,4.980753677996898,8.99231948295336,2.9905510054438507,4.97550605838105,1,0,76.08
Male,CSE,Night (6:00 PM - 6:00 AM),24,1,5,8,2,1,60,0,1.02,6.024681184509343,97.86,1,0,8.02,7.024512516665292,0,5.001874022421786,4.025457327887676,6.9986714187792085,4.991169501214099,1,1,90.9
Male,CSE,Afternoon (12:00 PM - 6:00 PM),24,1,5,9,5,60,50,1,0.01,8.012253087144757,92.35,1,0,7.01,6.987274244197626,0,6.972616474046122,6.98405245336452,6.004195993037428,7.970034771347078,0,1,77.93
Male,CSE,Night (6:00 PM - 6:00 AM),23,3,6,3,0,40,120,2,5.02,8.056617921596429,19.9,1,0,8.96,5.06710735244589,1,4.989022128037022,7.012588531872627,9.98962459903856,7.0085399225309315,1,0,89.17
Male,CSE,Night (6:00 PM - 6:00 AM),21,0,5,6,5,4,10,2,1.97,5.9364711554087615,78.37,1,0,7.99,3.9817637516933173,0,4.024414532528005,2.0281222775098353,1.0230738962245824,5.024448527571335,1,1,89.96
Male,CSE,Night (6:00 PM - 6:00 AM),21,0,6,7,3,50,10,2,2.05,8.018363101559332,90.2,1,1,5.02,3.9862046704463565,0,5.006890746248611,10.022571833703743,9.99197759653259,4.9972199079366,1,0,99.96
Male,CSE,Afternoon (12:00 PM - 6:00 PM),20,3,6,8,0,6,60,1,4.06,23.996952829680907,94.96,0,0,8.0,3.009963521784557,0,4.05923646232729,7.038171947524532,6.976022788373817,5.96276964128912,1,1,80.77
Female,CSE,Night (6:00 PM - 6:00 AM),20,3,5,4,0,50,30,2,12.01,3.963210320802441,84.59,0,0,7.99,6.0056740590166005,0,1.9657358685059876,1.9925894921090959,4.014565566780758,8.023465369846276,1,1,67.95
